Nome,Pasta,Description,Assignee,Start Date,Due Date,Priority,Status,SKU,Bid,Scope,Type,Height,Width,Depth,Incoming,Outcoming
sh10986,rs1321,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13,16,16,,md7131
sh11032,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,16.75,40.5,10.75,,md7136
sh11034,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20.75,14,14,,md7136
sh11036,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13.5,37,11,,md7141
sh11131,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,28,16.25,16.25,,md7141
sh11133,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,28,25,25,,md7200
sh11135,rs1321,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.75,26,26,,md7200
sh11180,rs1321,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.75,32,10.25,,md7213
sh11185,rs1321,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10,9.25,9.25,,md7213
sh11190,rs1321,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.75,16,16,,md7259
sh11249,rs1321,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,23.5,20.5,20.5,,md7259
sh11262,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,24.25,24.25,,md7261
sh11308,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,24.25,24.25,,md7261
sh11310,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,23.5,39,15.5,,md7263
sh11312,rs1321,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.75,12,12,,md7263
rs1322,rs1322,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,LTR,7.75,12,12,,
sh10831,rs1322,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13.75,24,24,,md7058
sh10837,rs1322,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,16.25,16.25,,md7058
sh10921,rs1322,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,16.25,16.25,,md7064
sh10998,rs1322,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,16,20,20,,md7064
sh11107,rs1322,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,16,20,20,,md7148
sh11113,rs1322,Antique Copper,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,21.5,24,24,,md7148
sh11197,rs1322,Antique Copper,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,27,29,29,,md7225
sh11274,rs1322,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,37.25,26,26,,md7225
rs1323,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,LTR,15.5,39,4,,
sh10792,rs1323,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,10,10,,md7019
sh10793,rs1323,Coastal Blue,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12,36,9,,md7019
sh10820,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,21,18,18,,md7020
sh10826,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,21,24,24,,md7020
sh10900,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,22.75,25.25,25.25,,md7047
sh10906,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,33.5,12,,md7047
sh10911,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,22.5,24,24,,md7053
sh10916,rs1323,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,33.5,12,,md7053
sh10963,rs1323,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,13,13,,md7127
sh10964,rs1323,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,22,14,14,,md7127
sh10965,rs1323,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,22.5,26,26,,md7133
sh10968,rs1323,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,24.75,36,16,,md7133
sh10969,rs1323,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,28.5,26.25,26.25,,md7138
sh10970,rs1323,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,28.5,26.25,26.25,,md7138
sh10972,rs1323,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,17,16,16,,md7143
sh10976,rs1323,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,17,16,16,,md7143
sh10977,rs1323,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,14.25,24,24,,md7190
sh10978,rs1323,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,14.25,24,24,,md7190
sh10980,rs1323,Antique Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,21.5,25,25,,md7191
sh10981,rs1323,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,21.5,25,25,,md7191
sh10982,rs1323,Galvanized Finish,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,23.25,25.75,25.75,,md7192
sh10984,rs1323,Galvanized Finish,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,23.25,32.5,16.25,,md7192
sh10985,rs1323,Galvanized,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,5.5,11,11,,md7195
sh10987,rs1323,Galvanized Finish,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,5.5,11,11,,md7195
sh10988,rs1323,Galvanized Finish,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,6.75,15,15,,md7196
sh10989,rs1323,Galvanized Finish,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,6.75,15,15,,md7196
sh10990,rs1323,Galvanized Finish,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,20,20,,md7197
sh10991,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,20,20,,md7197
sh10994,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,15.5,12,12,,md7199
sh10995,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,14.5,12,12,,md7199
sh10997,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,18.5,36,8.25,,md7203
sh11011,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,32,7.75,,md7203
sh11029,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.75,13,12.5,,md7204
sh11031,rs1323,Textured Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.75,13,12.5,,md7204
sh11033,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10,39.75,36,,md7205
sh11035,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,39.5,17.75,,md7205
sh11068,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,17.75,7.75,7.5,,md7207
sh11069,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,24.5,56.75,7.75,,md7207
sh11096,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20,25,25,,md7208
sh11102,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20,25,25,,md7208
sh11176,rs1323,Distressed Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,18,10,8.75,,md7209
sh11182,rs1323,Distressed Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13,14,9.25,,md7209
sh11187,rs1323,Distressed Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.25,14,9.25,,md7211
sh11192,rs1323,Distressed Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,16,34,17,,md7211
sh11239,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10,35.5,9.25,,md7212
sh11240,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.25,15.75,15.75,,md7212
sh11241,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.25,15.75,15.75,,md7214
sh11244,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.5,11.75,11.75,,md7214
sh11245,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,1.75,21.75,19.25,,md7215
sh11246,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.75,7.5,3.5,,md7215
sh11248,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13,14,14,,md7216
sh11252,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,15,15,,md7216
sh11253,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,15,15,,md7217
sh11254,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,14.5,13.75,11.5,,md7217
sh11256,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.5,27.5,15,,md7218
sh11257,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.25,6.5,1.25,,md7218
sh11258,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,3.75,38,6,,md7221
sh11260,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13,42.25,12,,md7221
sh11261,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.5,25.75,25.75,,md7222
sh11263,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,34.5,14,,md7222
sh11264,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,27.5,29.25,29.25,,md7224
sh11265,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,27.5,29.25,29.25,,md7224
sh11266,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,27.5,29.25,29.25,,md7238
sh11267,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,16.75,36,26.5,,md7238
sh11270,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,16.75,36,26.5,,md7256
sh11271,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,22.5,22.5,,md7256
sh11273,rs1323,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,22.5,22.5,,md7258
sh11287,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.25,23.75,23.75,,md7258
sh11305,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,12.75,12.75,,md7260
sh11307,rs1323,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,6,10,10,,md7260
sh11309,rs1323,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,6,10,10,,md7262
sh11311,rs1323,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.5,9,9,,md7262
rs1324,rs1324,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,LTR,8.5,9,9,,
sh10784,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,5,12,12,,md7011
sh10786,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.75,14,14,,md7011
sh10791,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.75,14,14,,md7013
sh10802,rs1324,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,10,10,,md7013
sh10813,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,10,10,,md7018
sh10829,rs1324,Polished Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,6.5,15,15,,md7018
sh10836,rs1324,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,10.5,10.5,,md7029
sh10852,rs1324,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,10.5,10.5,,md7029
sh10894,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,2.75,13,13,,md7040
sh10896,rs1324,Polished Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,5.5,14.25,14.25,,md7040
sh11060,rs1324,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,6.75,12.75,12.75,,md7056
sh11062,rs1324,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.75,33.75,10,,md7056
sh11067,rs1324,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,19.25,36,12.5,,md7063
sh11078,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,25.5,21.75,21.75,,md7063
sh11089,rs1324,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,25.5,21.75,21.75,,md7079
sh11105,rs1324,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,24.75,26,26,,md7079
sh11112,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.75,14,14,,md7121
sh11128,rs1324,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.75,14,14,,md7121
sh11170,rs1324,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.5,15,15,,md7123
sh11172,rs1324,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,17.5,16,16,,md7123
rs1325,rs1325,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,LTR,17.5,16,16,,
sh10783,rs1325,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20.25,20,20,,md7010
sh10811,rs1325,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20.25,20,20,,md7010
sh10844,rs1325,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,15,15,,md7038
sh10846,rs1325,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,15,15,,md7038
sh10854,rs1325,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20.25,14,14,,md7071
sh10868,rs1325,Galvanized Finish,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.25,14,14,,md7071
sh10895,rs1325,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.25,14,14,,md7073
sh11059,rs1325,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.25,14,14,,md7073
sh11087,rs1325,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,17.25,20,20,,md7081
sh11120,rs1325,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,17.25,20,20,,md7081
sh11122,rs1325,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,25.5,18.5,18.5,,md7095
sh11130,rs1325,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,25.5,18.5,18.5,,md7095
sh11144,rs1325,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,19.5,14,14,,md7122
sh11171,rs1325,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13.25,18.25,18.25,,md7122
